entry_id	hebrew	translit	pos	definition	etym_type	etym_root	xref_bdb	xref_strong	xref_aug	xref_twot
grm	מַזָּלוֹת	mazzālôt	N	constellations	single		m.bh.ad	4208		1173
grn	מְזִמָּה	mĕzimmâ	N	purpose	sub		g.bo.ae	4209		556c
gro	מִזְמוֹר	mizmôr	N	melody	sub		g.bq.ae	4210		558c
grp	מַזְמֵרָה	mazmērâ	N	pruning-knife	sub		g.br.ad	4211		559c
grq	מְזַמֶּרֶת	mĕzammeret	N	snuffers	sub		g.br.ae	4212		559d
grr	מִזְעָר	mizʿār	N	a little	sub		g.cc.ac	4213		571b
grs	מזר	mzr			main	מזר	m.bi.aa			1174
grt	מזר	mzr			main	מזר	m.bj.aa			1175
gru	מְזָרֶה	mĕzāreh	N	scatter	sub		g.ci.aa	4215		579
grv	מִזְרֶה	mizreh	N	pitch-fork	sub		g.ci.ab	4214		579a
grw	מַזָּרוֹת	mazzārôt	N	some noted constellation	single		m.bj.ad	4216		1176
grx	מִזְרָח	mizrāḥ	N	place of sunrise	sub		g.cj.aj	4217		580c
gry	מִזְרָע	mizrāʿ	N	place of sowing	sub		g.cl.ah	4218		582f
grz	מִזְרָק	mizrāq	N	bowl	sub		g.co.ab	4219		585a
gsa	מֵחַ	mēaḥ	N	fatling	sub		m.bn.ab	4220		1181a
gsb	מֹחַ	mōaḥ	N	marrow	sub		m.bn.ac	4221		1181b
gsc	מָחָא	māḥāʾ	V	strike	main	מחא	m.bk.aa	4222		1177
gsd	מַחֲבֵא	maḥăbēʾ	N	hiding-place	sub		h.ab.ab	4224	a	588a
gse	מַחֲבֹא	maḥăbōʾ	N	refuge	sub		h.ab.ac	4224	b	588b
gsf	מְחַבְּרָה	mĕḥabbĕrâ	N	binder	sub		h.ai.ap	4226		598k
gsg	מַחְבֶּ֫רֶת	maḥberet	N	thing joined	sub		h.ai.ao	4225		598j
gsh	מַחֲבַת	maḥăbat	N	flat plate	sub		h.ak.ac	4227		600b
gsi	מַחֲגֹ֫רֶת	maḥăgōret	N	girding	sub		h.ap.ae	4228		604d
gsj	מָחָה	māḥâ	V	full of marrow	sub		m.bn.ad	4229	c	1181c
gsk	מָחָה	māḥâ	V	wipe	main	מחה	m.bl.aa	4229	a	1178
gsl	מָחָה	māḥâ	V	strike	main	מחה	m.bm.aa	4229	b	1179
gsm	מְחוּגָה	mĕḥûgâ	N	circle-instrument	sub		h.ay.ac	4230		615b
gsn	מָחוֹז	māḥôz	N	city	single		m.bm.ae	4231		1180
gso	מְחוּיָאֵל	mĕḥûyāʾēl	Np	Mehujael			m.bm.af	4232		
gsp	מַחֲוִים	maḥăwîm	Ag	Machavite			h.bb.ad	4233		
gsq	מָחוֹל	māḥôl	Np	Mahol			m.bm.ai	4235		
gsr	מָחוֹל	māḥôl	N	dance	sub		h.bf.al	4234		623g
gss	מְחוֹלָה	mĕḥôlâ	N	dancing	sub		h.bf.am	4246		623h
gst	מֶחֱזָה	meḥĕzâ	N	light	sub		h.bp.ao	4237		633g
gsu	מַחֲזֶה	maḥăzeh	N	vision	sub		h.bp.an	4236		633f
gsv	מַחֲזִיאֹת	maḥăzîʾōt	Np	Mahazioth			h.bp.ap	4238		
gsw	מחח	mḥḥ			main	מחח	m.bn.aa			1181
gsx	מְחִי	mĕḥî	N	the stroke of his battering ram	sub		m.bm.ab	4239		1179a
gsy	מְחִידָא	mĕḥîdāʾ	Np	Mehida			m.bn.af	4240		
gsz	מִחְיָה	miḥyâ	N	preservation of life	sub		h.cd.ai	4241		644h
gta	מְחִיר	mĕḥîr	N	price	sub		m.bq.ad	4242		1185c
gtb	מְחִיר	mĕḥîr	Np	Mehir			m.bq.ae	4243		
gtc	מְחִלָּה	mĕḥillâ	N	hole	sub		h.cs.ag	4247		660f
gtd	מַחְלָה	maḥlâ	Np	Mahlah			m.bn.ai	4244		
gte	מַחֲלֶה	maḥăleh	N	sickness	sub		h.cn.ac	4245	a	655b
gtf	מַחֲלָה	maḥălâ	N	sickness	sub		h.cn.ad	4245	b	655c
gtg	מַחֲלוּי	maḥălûy	N	sickness	sub		h.cn.ae	4251		655d
gth	מַחְלוֹן	maḥlôn	Np	Mahlon			m.bn.am	4248		
gti	מַחְלִי	maḥlî	Np	Mahli			m.bn.an	4249		
gtj	מַחְלִי	maḥlî	Ag	Machlite			m.bn.ao	4250		
gtk	מַחֲלָף	maḥălāp	N	knife	sub		h.cx.af	4252		666d
gtl	מַחֲלָפָה	maḥălāpâ	N	plait	sub		h.cx.ag	4253		666e
gtm	מַחֲלָצָה	maḥălāṣâ	N	robe of state	sub		h.cy.ac	4254		667b
gtn	מַחֲלֹ֫קֶת	maḥălōqet	N	division	sub		h.da.ak	4256		669d
gto	מַחֲלַת	maḥălat	Np	Mahalath			m.bn.av	4258		
gtp	מַחֲלַת	maḥălat	N	‘Machalath’	sub		h.co.ab	4257		656a
gtq	מְחֹלָתִי	mĕḥōlātî	A	the Mĕḥolathite			m.bn.ax	4259		
gtr	מַחֲמָאֹת	maḥămāʾōt	N	curd-like	single		m.bn.ay	4260		1182
gts	מַחְמָד	maḥmād	N	desire	sub		h.de.af	4261		673d
gtt	מַחְמֹד	maḥmōd	N	desirable	sub		h.de.ag	4262		673e
gtu	מַחְמָל	maḥmāl	N	thing pitied	sub		h.dh.af	4263		676b
gtv	מַחְמֶ֫צֶת	maḥmeṣet	N	anything leavened			h.dk.af	2557	b	
gtw	מַחֲנֶה	maḥăneh	N	encampment	sub		h.dv.ad	4264		690c
gtx	מַחֲנֵה־דָ֑ן	maḥănēh-dān	Np	Mahaneh-dan			h.dv.ae	4265		
gty	מַחֲנַיִם	maḥănayim	Np	Mahanaim			h.dv.af	4266		
gtz	מַחֲנָק	maḥănāq	N	strangling	sub		h.ec.ab	4267		697a
gua	מַחְסֶּה	maḥsseh	N	refuge	sub		h.ef.ad	4268		700b
gub	מַחְסוֹם	maḥsôm	N	muzzle	sub		h.eh.ab	4269		702a
guc	מַחְסוֹר	maḥsôr	N	need	sub		h.ej.ag	4270		705e
gud	מַחְסֵיָה	maḥsêâ	Np	Maaseiah			h.ef.ae	4271		
gue	מַ֫חַץ	maḥaṣ	N	severe wound	sub		m.bo.ab	4273		1183a
guf	מָחַץ	māḥaṣ	V	smite through	main	מחץ	m.bo.aa	4272		1183
gug	מַחְצֵב	maḥṣēb	N	hewing	sub		h.ew.ab	4274		718a
guh	מֶחֱצָה	meḥĕṣâ	N	half	sub		h.ex.ah	4275		719d
gui	מַחֲצִית	maḥăṣît	N	half	sub		h.ex.ai	4276		719e
guj	מָחַק	māḥaq	V	utterly destroy	main	מחק	m.bp.aa	4277		1184
guk	מֶחְקָר	meḥqār	N	range	sub		h.fg.ac	4278		729b
gul	מָחָר	māḥār	N	to-morrow	sub		m.bq.ab	4279		1185a
gum	מחר	mḥr			main	מחר	m.bq.aa			1185
gun	מַחֲרָאָה	maḥărāʾâ	N	draught house	sub		h.fh.ac	4280		730b
guo	מַחֲרֵשָׁה	maḥărēšâ	N	ploughshare	sub		h.gk.ae	4281		760d
gup	מַחֲרֶ֫שֶׁת	maḥărešet	N	ploughshare	sub		h.gk.ae	4282		760d
guq	מׇחֳרָת	moḥŏrāt	N	the morrow	sub		m.bq.ac	4283		1185b
gur	מַחֲשָׁבָה	maḥăšābâ	N	thought	sub		h.gr.ak	4284		767d
gus	מַחְשָׁךְ	maḥšāk	N	dark place	sub		h.gt.ae	4285		769d
gut	מַחְשֹׂף	maḥśōp	N	a laying bare	sub		h.gq.ae	4286		766b
guu	מַ֫חַת	maḥat	Np	Mahath			h.gz.ac	4287		
guv	מְחִתָּה	mĕḥittâ	N	terror	sub		h.hf.ai	4288		784g
guw	מַחְתָּה	maḥtâ	N	fire-holder	sub		h.gz.ad	4289		777a
gux	מַחְתֶּ֫רֶת	maḥteret	N	breaking in	sub		h.he.ab	4290		783a
guy	מַטְאֲטֵא	maṭʾăṭēʾ	N	broom	sub		i.ab.ab	4292		785a
guz	מַטְבֵּחַ	maṭbēaḥ	N	slaughtering-place	sub		i.ac.ag	4293		786e
gva	מִטָּה	miṭṭâ	N	couch	sub		n.cz.ae	4296		1352c
gvb	מַטֶּה	maṭṭeh	N	branch	sub		n.cz.ad	4294		1352b
gvc	מַ֫טָּה	maṭṭâ	D	downwards	sub		n.cz.ac	4295		1352a
gvd	מֻטֶּה	muṭṭeh	N	that which is perverted	sub		n.cz.ag	4297		1352e
gve	מֻטָּה	muṭṭâ	N	spreading	sub		n.cz.af	4298		1352d
gvf	מַטְוֶה	maṭweh	N	that which is spun	sub		i.aj.ab	4299		794a
gvg	מְטִיל	mĕṭîl	N	wrought-metal rod	sub		m.br.ab	4300		1186a
gvh	מטל	mṭl			main	מטל	m.br.aa			1186
gvi	מַטְמוֹן	maṭmôn	N	hidden treasure	sub		i.ba.ab	4301		811a
gvj	מַטָּע	maṭṭāʿ	N	place	sub		n.db.ae	4302		1354c
gvk	מַטְעָם	maṭʿām	N	tasty food	sub		i.be.ac	4303		815b
gvl	מִטְפַּ֫חַת	miṭpaḥat	N	cloak	sub		i.bh.ae	4304		818d
gvm	מָטַר	māṭar	V	rain	sub		m.bs.ab	4305		1187
gvn	מָטַר	māṭar	N	rain	main	מטר	m.bs.aa	4306		1187a
gvo	מַטְרֵד	maṭrēd	Np	Matred			i.bk.ab	4308		
gvp	מַטָּרָה	maṭṭārâ	N	guard	sub		n.dd.ab	4307		1356a
gvq	מַטְרִי	maṭrî	Ag	Matri			m.bs.ac	4309		
gvr	מִי	mî	Pi	who?	main		m.bu.aa	4310		1189
gvs	מַי	may	N	waters	main		m.bt.aa	4325		1188
gvt	מֵי הַיַּרְקוֹן	mê hayyarqôn	Np	Me-jarkon			m.bt.ac	4313		
gvu	מֵי זָהָב	mê zāhāb	Np	Mezahab			m.bt.ab	4314		
gvv	מֵידְבָא	mêdĕbāʾ	Np	Medeba			m.bu.ai	4311		
gvw	מֵידָד	mêdād	Np	Medad			j.as.ah	4312		
gvx	מֵיטָב	mêṭāb	N	the best	sub		j.bj.ae	4315		863a
gvy	מִיכָא	mîkāʾ	Np	Micha			m.bu.ag	4316		
gvz	מִיכָאֵל	mîkāʾēl	Np	Michael			m.bu.ab	4317		
gwa	מִיכָה	mîkâ	Np	Micah			m.bu.af	4318		
gwb	מִיכָהוּ	mîkāhû	Np	Micaiah (2 Chronicles 18:8)			m.bu.ad	4319		
gwc	מִיכָיָה	mîkāyâ	Np	Micah			m.bu.ae	4320		
gwd	מִיכָֽיְהוּ	mîkāyĕhû	Np	Micah			m.bu.ad	4321		
gwe	מִיכָיָ֫הוּ	mîkāyāhû	Np	Michaiah			m.bu.ac	4322		
gwf	מִיכַל	mîkal	Np	Michal			m.bu.aq	4324		
gwg	מִיכָל	mîkāl	N	brook	single		m.bu.ap	4323		1190
gwh	מִיָּמִן	mîyāmin	Np	Miamin			m.bu.as	4326		
gwi	מִין	mîn	N	kind	sub		m.bv.ab	4327		1191a
gwj	מין	myn			main	מין	m.bv.aa			1191
gwk	מְיֻסָּדָה	mĕyussādâ	N	foundation	sub		j.bx.af	4328		875
gwl	מֵיפַ֫עַת	mêpaʿat	Np	Mephaath			j.cp.ad	4158		
gwm	מִיץ	mîṣ	N	squeezing	sub		m.bw.ac	4330		1192b
gwn	מיץ	myṣ			main	מיץ	m.bw.aa			1192
gwo	מֵישָׁא	mêšāʾ	Np	Mesha			m.bw.ae	4331		
gwp	מִישָׁאֵל	mîšāʾēl	Np	Mishael			m.bu.ah	4332		
gwq	מִישׁוֹר	mîšôr	N	level place	sub		j.dz.ah	4334		930f
gwr	מֵישַׁךְ	mêšak	Np	Meshak			m.bw.ah	4335		
gws	מֵישַׁע	mêšaʿ	Np	Mesha			j.dy.ao	4338		
gwt	מֵישָׁע	mêšāʿ	Np	Mesha			j.dy.ap	4337		
gwu	מֵישָׁר	mêšār	N	evenness	sub		j.dz.ag	4339		930e
gwv	מֵיתָר	mêtār	N	cord	sub		j.ef.ap	4340		936h
gww	מַכְאוֹב	makʾôb	N	pain	sub		k.ac.ac	4341		940b
gwx	מַכְבִּיר	makbîr	V	be much	sub		k.ak.aa	4342		947
gwy	מַכְבֵּנָה	makbēnâ	Np	Machbenah			k.ai.ac	4343		
gwz	מַכְבַּנַּי	makbannay	Np	Machbanai			k.ai.ad	4344		
gxa	מִכְבָּר	mikbār	N	grating	sub		k.al.ae	4345		948d
gxb	מַכְבֵּר	makbēr	N	a netted cloth	sub		k.al.ad	4346		948c
gxc	מַכָּה	makkâ	N	blow	sub		n.dk.ae	4347		1364d
gxd	מִכְוָה	mikwâ	N	burnt-spot	sub		k.at.ad	4348		961c
gxe	מָכוֹן	mākôn	N	fixed place	sub		k.aw.ah	4349		964c
gxf	מְכוֹנָה	mĕkônâ	N	fixed resting-place	sub		k.aw.ai	4350		964d
gxg	מָכִי	mākî	Np	Machi			m.bw.as	4352		
gxh	מָכִיר	mākîr	Np	Machir			m.by.ac	4353		
gxi	מָכִירִי	mākîrî	A	the Machirites			m.by.ad	4354		
gxj	מָכַךְ	mākak	V	be low	main	מכך	m.bx.aa	4355		1193
gxk	מִכְלָה	miklâ	N	completeness	sub		k.bk.ag	4357		982d
gxl	מִכְלָה	miklâ	N	enclosure	sub		k.bi.ad	4356		980c
gxm	מִכְלוֹל	miklôl	N	perfection	sub		k.bn.ad	4358		985c
gxn	מִכְלָל	miklāl	N	completeness	sub		k.bn.af	4359		985e
gxo	מַכְלֻל	maklul	N	a thing made perfect	sub		k.bn.ae	4360		985d
gxp	מַכֹּ֫לֶת	makkōlet	N	food-stuff	sub		a.dc.ai	4361		85g
gxq	מִכְמָן	mikmān	N	hidden stores	sub		k.bs.ab	4362		991a
gxr	מִכְמָס	mikmās	Np	Mikmas			k.bt.ab	4363		
gxs	מִכְמָר	mikmār	N	net	sub		k.bw.ab	4364	a	995a
gxt	מַכְמֹר	makmōr	N	net	sub		k.bw.ac	4364	b	995b
gxu	מִכְמֶ֫רֶת	mikmeret	N	net	sub		k.bw.ad	4365	a	995c
gxv	מִכְמֹ֫רֶת	mikmōret	N	net	sub		k.bw.ae	4365	b	995d
gxw	מִכְמְתָת	mikmĕtāt	Np	Michmethath			k.bx.ab	4366		
gxx	מַכְנַדְבַי	maknadbay	Np	Machnadebai			m.bx.aj	4367		
gxy	מְכֹנָה	mĕkōnâ	Np	Mekonah			m.bx.ak	4368		
gxz	מְכֻנָה	mĕkunâ	N	fixed resting-place	sub		k.aw.ai	4369		964d
gya	מִכְנָס	miknās	N	drawers	sub		k.cc.ab	4370		1000a
gyb	מֶ֫כֶס	mekes	N	computation	sub		k.cl.ab	4371		1014a
gyc	מְכַסֶּה	mĕkasseh	N	covering	sub		k.cg.ae	4374		1008d
gyd	מִכְסֶה	mikseh	N	covering	sub		k.cg.ad	4372		1008c
gye	מִכְסָה	miksâ	N	computation	sub		k.cl.ac	4373		1014b
gyf	מַכְפֵּלָה	makpēlâ	Np	Machpelah	sub		k.cp.ac	4375		1019b
gyg	מֶ֫כֶר	meker	N	merchandise	sub		m.by.ab	4377		1194a
gyh	מַכָּר	makkār	N	acquaintance	sub		n.dn.ac	4378		1368f
gyi	מָכַר	mākar	V	sell	main	מכר	m.by.aa	4376		1194
gyj	מְכֵרָה	mĕkērâ	N	sword	sub		k.ay.ac	4380		968b
gyk	מְכֹרָה	mĕkōrâ	N	origin	sub		k.ay.ab	4351		968a
gyl	מִכְרֶה	mikreh	N	pit	sub		k.cy.ac	4379		1033b
gym	מִכְרִי	mikrî	Np	Michri			m.by.ae	4381		
gyn	מְכֵרָתִי	mĕkērātî	Ag	Mekerathite			m.by.ak	4382		
gyo	מִכְשׁוֹל	mikšôl	N	a stumbling	sub		k.dj.ad	4383		1050c
gyp	מַכְשֵׁלָה	makšēlâ	N	overthrown mass	sub		k.dj.ae	4384		1050d
gyq	מִכְתָּב	miktāb	N	writing	sub		k.dn.ad	4385		1053c
gyr	מְכִתָּה	mĕkittâ	N	the crushed	sub		k.dv.ac	4386		1062b
gys	מִכְתָּם	miktām	N	Mikhtām	sub		k.dq.ab	4387		1056a
gyt	מַכְתֵּשׁ	maktēš	N	Maktesh	sub		k.du.ab	4389		
gyu	מַכְתֵּשׁ	maktēš	N	mortar	sub		k.du.ab	4388		1061a
gyv	מְלֹא	mĕlōʾ	N	fulness	sub		m.bz.ac	4393		1195b
gyw	מִלֻּא	milluʾ	N	setting	sub		m.bz.af	4394		1195e
gyx	מָלֵא	mālēʾ	V	be full	main	מלא	m.bz.aa	4390		1195
gyy	מָלֵא	mālēʾ	A	full	sub		m.bz.ab	4392		1195a
gyz	מְלֵאָה	mĕlēʾâ	N	fulness	sub		m.bz.ad	4395		1195c
gza	מִלֻּאָה	milluʾâ	N	setting	sub		m.bz.ae	4396		1195d
gzb	מַלְאָךְ	malʾāk	N	messenger	sub		l.af.ab	4397		1068a
gzc	מְלָאכָה	mĕlāʾkâ	N	occupation	sub		l.af.ac	4399		1068b
gzd	מַלְאָכוּת	malʾākût	N	message	sub		l.af.ad	4400		1068c
gze	מַלְאָכִי	malʾākî	Np	Malachi			l.af.ae	4401		
gzf	מִלֵּאת	millēʾt	N	setting	sub		m.bz.ah	4402		1195f
gzg	מַלְבּוּשׁ	malbûš	N	raiment	sub		l.al.ac	4403		1075b
gzh	מַלְבֵּן	malbēn	N	brick-mould	sub		l.ak.ap	4404		1074i
gzi	מִלָּה	millâ	N	word	sub		m.cf.ab	4405		1201a
gzj	מִלּוֹא	millôʾ	Np	Millo. See also			m.bz.ag	4407		
gzk	מַלּוּחַ	mallûaḥ	N	mallow	sub		m.cb.ae	4408		1197c
gzl	מַלּוּךְ	mallûk	Np	Malluch			m.cd.aw	4409	a	
gzm	מְלוּכָה	mĕlûkâ	N	kingship	sub		m.cd.aj	4410		1199d
gzn	מָלוֹן	mālôn	N	lodging-place	sub		l.az.ab	4411		1096a
gzo	מְלוּנָה	mĕlûnâ	N	lodge	sub		l.az.ac	4412		1096b
gzp	מַלּוֹתִי	mallôtî	Np	Mallothi			m.cf.ac	4413		
gzq	מֶ֫לַח	melaḥ	N	rag	sub		m.ca.ab	4418		1196a
gzr	מֶ֫לַח	melaḥ	N	salt	sub		m.cb.ab	4417		1197a
gzs	מַלָּח	mallāḥ	N	mariner	sub		m.cb.af	4419		1197d
gzt	מָלַח	mālaḥ	V	salt	sub		m.cb.ac	4414	b	1197
gzu	מָלַח	mālaḥ	V	tear away	main	מלח	m.ca.aa	4414	a	1196
gzv	מלח	mlḥ			main	מלח	m.cb.aa			
gzw	מְלֵחָה	mĕlēḥâ	N	saltness	sub		m.cb.ad	4420		1197b
gzx	מִלְחָמָה	milḥāmâ	N	battle	sub		l.bh.ad	4421		1104c
gzy	מֶ֫לֶט	meleṭ	N	mortar	sub		m.cc.ab	4423		1198a
gzz	מָלַט	mālaṭ	V	slip away	main	מלט	m.cc.aa	4422		1198
haa	מְלַטְיָה	mĕlaṭyâ	Np	Melatiah			m.cc.ac	4424		
hab	מְלִיכוּ	mĕlîkû	Np	Melichu			m.cd.ax	4409	b	
hac	מְלִילָה	mĕlîlâ	N	ear	sub		m.cg.ab	4425		1202a
had	מְלִיצָה	mĕlîṣâ	N	satire	sub		l.bn.ac	4426		1113b
hae	מֶ֫לֶךְ	melek	N	king	sub		m.cd.ab	4428		1199a
haf	מֶ֫לֶךְ	melek	Np	Melech			m.cd.af	4429		
hag	מָלַךְ	mālak	V	be king	sub		m.cd.ae	4427	a	1199
hah	מָלַךְ	mālak	V	counsel	main	מלך	m.ce.aa	4427	b	1200
hai	מֹ֫לֶךְ	mōlek	Np	Molech. Compare	sub		m.cd.ag	4432		1199h
haj	מלך	mlk			main	מלך	m.cd.aa			
hak	מַלְכֹּ֫דֶת	malkōdet	N	a catching instrument	sub		l.bp.ac	4434		1115b
hal	מִלְכָּה	milkâ	Np	Milcah			m.cd.ai	4435		
ham	מַלְכָּה	malkâ	N	queen	sub		m.cd.ac	4436		1199b
han	מַלְכוּת	malkût	N	royalty	sub		m.cd.ak	4438		1199e
hao	מַלְכִּיאֵל	malkîʾēl	Np	Malchiel			m.cd.an	4439		
hap	מַלְכִּיאֵלִי	malkîʾēlî	Ag	Malkielite			m.cd.ao	4440		
haq	מַלְכִּיָּהוּ	malkîyāhû	Np	Malchiah			m.cd.ap	4441		
har	מַלְכִּי־צֶ֫דֶק	malkî-ṣedeq	Np	Melchizedek	sub		m.cd.aq	4442		1199i
has	מַלְכִּירָם	malkîrām	Np	Malchiram			m.cd.ar	4443		
hat	מַלְכִּישׁוּעַ	malkîšûaʿ	Np	Malchishua			m.cd.as	4444		
hau	מִלכֹּם	milkōm	Np	Milcom			m.cd.au	4445	b	
hav	מַלְכָּם	malkām	Np	Malcham			m.cd.at	4445	a	
haw	מְלֶ֫כֶת	mĕleket	N	queen	sub		m.cd.ad	4446		1199c
hax	מֹלֶ֫כֶת	mōleket	Np	Hammoleketh (including the article)			m.cd.ah	4447		
hay	מָלַל	mālal	V	rub	main	מלל	m.cg.aa	4448	b	1202
haz	מָלַל	mālal	V	circumcise	main	מלל	m.ci.aa	4135	b	1204
hba	מָלַל	mālal	V	languish	main	מלל	m.ch.aa	5243	a	1203
hbb	מָלַל	mālal	V	speak	main	מלל	m.cf.aa	4448	a	1201
hbc	מִֽלֲלַי	milălay	Np	Milalai			m.cf.ad	4450		
hbd	מַלְמֵד	malmēd	N	ox-goad	sub		l.bq.ac	4451		1116b
hbe	מָלַץ	mālaṣ	V	be smooth	main	מלץ	m.cj.aa	4452		1205
hbf	מֶלְצָר	melṣār	N	guardian	single		m.cj.ab	4453		1206
hbg	מָלַק	mālaq	V	nip	main	מלק	m.ck.aa	4454		1207
hbh	מַלְקוֹחַ	malqôaḥ	N	booty	sub		l.bx.ad	4455	a	1124b
hbi	מַלְקוֹחַ	malqôaḥ	N	jaw	sub		l.bx.ae	4455	b	1124c
hbj	מַלְקוֹשׁ	malqôš	N	latter-rain	sub		l.ca.ac	4456		1127b
hbk	מֶלְקָחַ֫יִם	melqāḥayim	N	tongs	sub		l.bx.af	4457		1124d
hbl	מֶלְתָּחָה	meltāḥâ	N	wardrobe	sub		l.ce.ab	4458		1132a
hbm	מַלְתָּעָה	maltāʿâ	N	teeth	sub		w.aw.ag	4459		2516d
hbn	מַמְּגֻרוֹת	mammĕgurôt	N	granary	sub		c.bf.ai	4460		330e
hbo	מֵמַד	mēmad	N	measurement	sub		m.al.ad	4461		1146c
hbp	מְמוּכָן	mĕmûkān	Np	Memucan			m.ck.ah	4462		
hbq	מָמוֹת	māmôt	N	death	sub		m.be.ac	4463		1169b
hbr	מַמְזֵר	mamzēr	N	bastard	sub		m.bi.ab	4464		1174a
hbs	מִמְכָּר	mimkār	N	sale	sub		m.by.af	4465		1194b
hbt	מִמְכֶּ֫רֶת	mimkeret	N	sale	sub		m.by.ag	4466		1194c
hbu	מַמְלָכָה	mamlākâ	N	kingdom	sub		m.cd.al	4467		1199f
hbv	מַמְלָכוּת	mamlākût	N	kingdom	sub		m.cd.am	4468		1199g
hbw	מִמְסָךְ	mimsāk	N	mixed drink	sub		m.cr.ac	4469		1220b
hbx	מֶ֫מֶר	memer	N	bitterness	sub		m.dq.am	4470		1248j
hby	מַמְרֵא	mamrēʾ	Np	Mamre	single		m.ck.ap	4471		1208
hbz	מַמְרוֹר	mamrôr	N	bitter thing	sub		m.dq.an	4472		1248k
hca	מִמְשַׁח	mimšaḥ	N	cherub of expansion	sub		m.dt.ae	4473		1255d
hcb	מִמְשָׁל	mimšāl	N	dominion	sub		m.dw.ac	4474		1259b
hcc	מֶמְשָׁלָה	memšālâ	N	rule	sub		m.dw.ad	4475		1259c
hcd	מִמְשָׁק	mimšāq	N	possession	sub		m.dy.ac	4476		1261b
hce	מַמְתַֿקִּים	mamtaqqîm	N	sweetness	sub		m.ef.af	4477		1268d
hcf	מִן־	min	R	out of	main		m.cl.aa	4480	a	1212
hcg	מֵן	mēn	N	portion	sub		m.co.ab	4480	b	1215a
hch	מֵן	mēn	N	string	single		m.ck.aw	4482		1211
hci	מָן	mān	N	What	single		m.ck.av	4478	b	1210
hcj	מָן	mān	N	manna	single		m.ck.au	4478	a	1209
hck	מַנְגִּינָה	mangînâ	N	mocking	sub		n.av.ac	4485		1292.1b
hcl	מָנֶה	māneh	N	maneh	sub		m.cm.ac	4488		1213b
hcm	מָנָה	mānâ	V	count	main	מנה	m.cm.aa	4487		1213
hcn	מָנָה	mānâ	N	part	sub		m.cm.ab	4490		1213a
hco	מֹנֶה	mōneh	N	counted number	sub		m.cm.ad	4489		1213c
hcp	מִנְהָג	minhāg	N	driving	sub		n.bk.ab	4491		1309a
hcq	מִנְהָרָה	minhārâ	N	channel	sub		n.br.ac	4492		1316b
hcr	מָנוֹד	mānôd	N	a shaking	sub		n.bu.af	4493		1319c
hcs	מָנוֹחַ	mānôaḥ	Np	Manoah			n.by.al	4495		
hct	מָנוֹחַ	mānôaḥ	N	resting-place	sub		n.by.ak	4494		1323e
hcu	מְנוּחָה	mĕnûḥâ	N	resting-place	sub		n.by.am	4496		1323f
hcv	מָנוֹן	mānôn	N	thankless one	sub		m.cm.ao	4497		1213f
hcw	מָנוֹס	mānôs	N	flight	sub		n.cc.ab	4498		1327a
hcx	מְנוּסָה	mĕnûsâ	N	flight	sub		n.cc.ac	4499		1327b
hcy	מָנוֹר	mānôr	N	beam	sub		n.dh.ab	4500		1361a
hcz	מְנוֹרָה	mĕnôrâ	N	lampstand	sub		n.ch.af	4501		1333c
hda	מִנְזָר	minzār	N	consecrated	sub		n.cn.ae	4502		1340d
hdb	מנח	mnḥ			main	מנח	m.cn.aa			1214
hdc	מִנְחָה	minḥâ	N	gift	sub		m.cn.ab	4503		1214a
hdd	מְנַחֵם	mĕnaḥēm	Np	Menahem			n.cr.aj	4505		
hde	מָנַ֫חַת	mānaḥat	Np	Manahath			n.by.aq	4506	b	
hdf	מָנַ֫חַת	mānaḥat	Np	Manahath			n.by.ao	4506	a	
hdg	מְנִי	mĕnî	Np	number	sub		m.cm.ae	4507		1213e
hdh	מִנִּי	minnî	Np	Minni			m.cn.ag	4508		
hdi	מִנְיָמִין	minyāmîn	Np	Miniamin. Compare			m.bu.as	4509		
hdj	מִנִּית	minnît	Np	Minnith			m.co.ac	4511		
hdk	מִנְלֶה	minleh	N	gain	sub		n.dp.ab	4512		1370a
hdl	מנן	mnn			main	מנן	m.co.aa			1215
hdm	מָנַע	mānaʿ	V	withhold	main	מנע	m.cp.aa	4513		1216
hdn	מַנְעוּל	manʿûl	N	bolt	sub		n.ec.ad	4514		1383c
hdo	מִנְעָל	minʿāl	N	bolt	sub		n.ec.ae	4515		1383d
hdp	מַנְעַמִּים	manʿammîm	N	delicacies	sub		n.ed.am	4516		1384d
hdq	מְנַעֲנֵעַ	mĕnaʿănēaʿ	N	rattle	sub		n.cd.ad	4517		1328a
hdr	מְנַקִּיָּה	mĕnaqqîyâ	N	sacrificial bowl	sub		n.fe.ae	4518		1412d
hds	מְנַשֶּׁה	mĕnaššeh	Np	Manasseh	single		m.cp.aj	4519		1217
hdt	מְנַשִּׁי	mĕnaššî	Ag	Menashshite			m.cp.ak	4520		
hdu	מְנָת	mĕnāt	N	portion	sub		m.cm.af	4521		1213d
hdv	מַס	mas	N	body of forced labourers	single		m.cp.am	4522		1218
hdw	מָס	mās	A	despairing	sub		m.cs.ab	4523		1223a
hdx	מֵסַב	mēsab	N	that which surrounds	sub		o.ad.ad	4524		1456c
hdy	מַסְגֵּר	masgēr	N	locksmith	sub		o.ai.ad	4525		1462c
hdz	מִסְגֶּ֫רֶת	misgeret	N	border	sub		o.ai.ae	4526		1462d
hea	מַסַּד	massad	N	foundation	sub		j.bx.ah	4527		875g
